,Unnamed: 0,issuekey,title,description,storypoint
1143,1143,TISTUD-3053,titanium project wizard contribute entry titanium project wizard contribute entry currently titanium project wizard deployment contribute following extension point display name mobile web string platform type used necessary mean check requirement platform support met e titanium platform platform applicable mobile web platform applicable either project wizard could enable disable appropriate return status could display warning error message potentially post project creation hook perform mobile web specific task think optional priority attribute control order currently alphabetical order might case future like flexibility,Refactor the Titanium project wizard to have mobileweb plugin contribute its entry titanium project wizard contribute entry currently titanium project wizard deployment contribute following extension point display name mobile web string platform type used necessary mean check requirement platform support met e titanium platform platform applicable mobile web o platform applicable either project wizard could enable disable appropriate return status could display warning error message potentially post project creation hook perform mobile web specific task think optional priority attribute control order currently alphabetical order might case future like flexibility,13
1144,1144,TISTUD-3054,deployment section contribute entry deployment section contribute entry able use defined deployment section idea also contribute name platform type current system,Refactor the Deployment Targets section of tiapp.xml to have mobileweb plugin contribute its entry deployment section contribute entry able use defined deployment section idea also contribute name platform type current system,8
1145,1145,TISTUD-3055,move run mobile web preview browser action move run mobile web preview browser action moving command handler menu launch related class run mobile web preview browser action,Move Run > Mobile Web Preview in Browser action to mobileweb's own plugins move run mobile web preview browser action moving command handler menu launch related class run mobile web preview browser action,8
1146,1146,TISTUD-3056,contribute page contribute page platform titanium studio titanium move respective section titanium preference page contribute mobile web preference page handle preference,Have mobileweb plugin contribute to the preferences page contribute page platform titanium studio titanium move respective section titanium preference page contribute mobile web preference page handle preference,8
1147,1147,TISTUD-3062,unable install via dashboard section unable install via dashboard section click install button module section install module nothing,Unable to install modules via Dashboard my modules section unable install via dashboard section click install button module section install module nothing,3
1148,1148,TISTUD-3063,improve type use improve type use make use variable argument object infer many may used guard undefined may used type duck like ruby function may take argument handle differently convert one another,Improve JS type inferencing to use typeof comparisons as hints improve type use make use variable argument object infer many may used guard undefined may used type duck like ruby function may take argument handle differently convert one another,8
1149,1149,TISTUD-3066,create extension point individual platform create extension point individual platform ticket create extension point individual android manager class process actual added working various functionality,Create an extension point for defining individual supported platform create extension point individual platform ticket create extension point individual android manager class process actual added working various functionality,5
1150,1150,TISTUD-3067,table section contribute column table section contribute column need contribute icon also need mechanism parse module version mobile web shown table platform type enough model could parse directory structure,Refactor the modules table section of tiapp.xml to have mobileweb plugin contribute its column table section contribute column need contribute icon also need mechanism parse module version mobile web shown table platform type enough model could parse directory structure,8
1151,1151,TISTUD-3070,update preference panel see description update preference panel see description currently single address box used device install running simulator pain switch address simulator device please simulator second device device initial value,Update BB10 preference panel to have 2 ip addresses. (see description) update preference panel see description currently single address box used device install running simulator pain switch address simulator device please simulator second device device initial value,5
1152,1152,TISTUD-3071,clone studio connection restart clone studio connection restart reproduce create shut program restart gone actual result connection result expect recreate connection program,CLONE - Studio loses connection settings on restart clone studio connection restart reproduce create shut program restart gone actual result connection result expect recreate connection program,13
1153,1153,TISTUD-3072,unable publish publish provider unable publish publish provider found two publish wizard proceed past distribution page environment one profile second build need adopted new,Unable to publish applications using publish provider unable publish publish provider found two publish wizard proceed past distribution page environment one profile second build need adopted new,8
1154,1154,TISTUD-3074,titanium mobile developer center titanium mobile ruble titanium mobile developer center titanium mobile ruble open titanium studio click titanium mobile titanium mobile developer center browser like bad search string bad redirect dashboard index,"Clicking on ""Titanium Mobile Developer Center"" in Titanium Mobile Ruble leads to 404 titanium mobile developer center titanium mobile ruble open titanium studio click titanium mobile titanium mobile developer center browser like bad search string bad redirect dashboard index",2
1155,1155,TISTUD-3075,create blackberry launch tab group create blackberry launch tab group blackberry done via launch configuration however since missing tab group implementation displayed run user go wizard every time,Create a BlackBerry packaging launch tab-group create blackberry launch tab group blackberry done via launch configuration however since missing tab group implementation displayed run user go wizard every time,8
1156,1156,TISTUD-3078,internal error mobile internal error mobile current nightly get following error start code entry eclipse core message internal error mobile stack titanium mobile run eclipse core internal worker run worker code mac code entry eclipse core message internal error mobile stack eclipse resource eclipse resource eclipse resource eclipse internal eclipse internal eclipse internal eclipse internal eclipse titanium mobile run eclipse core internal worker run worker code regression occur titanium studio build reproduce start titanium studio result studio without error actual result slight pause error,"NPE: An internal error occurred during: ""Initializing Mobile UI Plugin"". internal error mobile current nightly get following error start code entry eclipse core message internal error mobile stack titanium mobile run eclipse core internal worker run worker code mac o code entry eclipse core message internal error mobile stack eclipse resource eclipse resource eclipse resource eclipse internal eclipse internal eclipse internal eclipse internal eclipse titanium mobile run eclipse core internal worker run worker code regression occur titanium studio build reproduce start titanium studio result studio without error actual result slight pause error",5
1157,1157,TISTUD-3080,remove beta alloy remove beta alloy alloy displayed beta description alloy tag category template title description also longer include word beta,"Remove ""beta"" from Alloy templates remove beta alloy alloy displayed beta description alloy tag category template title description also longer include word beta",2
1158,1158,TISTUD-3084,illegal group reference illegal group reference last night nightly build titanium studio build see following error start code entry titanium core message build error illegal group reference stack illegal group reference matcher unknown source core replace titanium update internal titanium update titanium update titanium update titanium update eclipse wizard wizard wizard eclipse wizard eclipse wizard eclipse window window create window eclipse create titanium update open titanium update run eclipse run eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke unknown source sun reflect invoke unknown source reflect method invoke unknown source eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main code reproduce start titanium studio result titanium studio without error actual titanium studio error,java.lang.IllegalArgumentException: Illegal group reference illegal group reference last night nightly build titanium studio build see following error start code entry titanium core message build error illegal group reference stack illegal group reference matcher unknown source core replace titanium update internal titanium update titanium update titanium update titanium update eclipse wizard wizard wizard eclipse wizard eclipse wizard eclipse window window create window eclipse create titanium update open titanium update run eclipse run eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke unknown source sun reflect invoke unknown source reflect method invoke unknown source eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main code reproduce start titanium studio result titanium studio without error actual titanium studio error,5
1159,1159,TISTUD-3085,numerous get prefix indexing numerous get prefix indexing running dev environment indexing see log filled entry core message build qualifier core shell running process process local bin get prefix working directory null environment qualifier launch render launch home path opt local bin opt local opt local bin opt local bin bin local bin eclipse content shell bin bash launch user apple client apple like something cache indexing job use making call every,Numerous calls to npm config get prefix while indexing js modules numerous get prefix indexing running dev environment indexing see log filled entry core message build qualifier core shell running process process local bin get prefix working directory null environment qualifier launch render launch home path opt local bin opt local opt local bin opt local bin bin local bin eclipse content shell bin bash launch user apple client apple like something cache indexing job use making call every,5
1160,1160,TISTUD-3086,error log error log investigating issue seeing kept running exception entry titanium message build properly color output stack eclipse text eclipse text fail eclipse text eclipse text eclipse text eclipse internal console titanium internal titanium internal eclipse custom eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse custom eclipse custom eclipse custom eclipse custom eclipse custom calculate eclipse custom eclipse custom eclipse custom eclipse custom eclipse internal console eclipse text eclipse text eclipse text eclipse text eclipse text replace eclipse text replace eclipse internal console replace eclipse internal console eclipse internal console eclipse progress run eclipse run eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main almost every user issue may coincidence fix,BadLocationException in error log error log investigating issue seeing kept running exception entry titanium message build properly color output stack eclipse text eclipse text fail eclipse text eclipse text eclipse text eclipse internal console titanium internal titanium internal eclipse custom eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse custom eclipse custom eclipse custom eclipse custom eclipse custom calculate eclipse custom eclipse custom eclipse custom eclipse custom eclipse internal console eclipse text eclipse text eclipse text eclipse text eclipse text replace eclipse text replace eclipse internal console replace eclipse internal console eclipse internal console eclipse progress run eclipse run eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main almost every user issue may coincidence fix,5
1161,1161,TISTUD-3087,hookup standard output console see description hookup standard output console see description put ti would great get output studio console application running following command mac terminal blackberry builder run simulator p everything work fine show text view simulator output directed stout see blackberry line self package password none run blackberry simulator ti studio see output quit application would expect studio behave like mac terminal see console view,Hookup standard output (stdout) to Console for BB10 apps (see description) hookup standard output console see description put ti would great get output studio console application running following command mac terminal blackberry builder run simulator p everything work fine show text view simulator output directed stout see blackberry line self package password none run blackberry simulator ti studio see output quit application would expect studio behave like mac terminal see console view,8
1162,1162,TISTUD-3088,new titanium project wizard auto select cloud enablement switching new titanium project wizard auto select cloud enablement switching file new titanium project click next uncheck automatically cloud enable application switch titanium version different one result automatically cloud enable application remains unchecked actual result,New Titanium project wizard: should not auto-select Cloud enablement when switching SDK new titanium project wizard auto select cloud enablement switching file new titanium project click next uncheck automatically cloud enable application switch titanium version different one result automatically cloud enable application remains unchecked actual result,5
1163,1163,TISTUD-3089,move run mobile web preview emulator action move run mobile web preview emulator action moving command handler menu launch related class run mobile web preview emulator action,Move Run > Mobile Web Preview in Emulator action to mobileweb's own plugins move run mobile web preview emulator action moving command handler menu launch related class run mobile web preview emulator action,5
1164,1164,TISTUD-3090,move publish package mobile web action move publish package mobile web action moving command handler menu launch related class publish package mobile web action,Move Publish > Package - Mobile Web action to mobileweb's own plugins move publish package mobile web action moving command handler menu launch related class publish package mobile web action,5
1165,1165,TISTUD-3092,link page link page currently link publish apple store wizard link page apple believe page trying reference apple regression recreate open titanium project package store click link result user taken page actual result user taken apple page,Link leads to 404 page link page currently link publish apple store wizard link page apple believe page trying reference apple regression recreate open titanium project package store click link result user taken page actual result user taken apple page,3
1166,1166,TISTUD-3094,studio code support blackberry studio code support blackberry studio code support blackberry work update file link blackberry simulator blackberry native,Updating the Studio code to support BlackBerry when checking for the supported platforms studio code support blackberry studio code support blackberry work update file link blackberry simulator blackberry native,8
1167,1167,TISTUD-3095,update dashboard check blackberry display corresponding message update dashboard check blackberry display corresponding message update dashboard side call command blackberry key parse result display like rest blackberry section dashboard look similar android one,Update the Dashboard to check for BlackBerry NDK and display corresponding message update dashboard check blackberry display corresponding message update dashboard side call command blackberry key parse result display like rest blackberry section dashboard look similar android one,8
1168,1168,TISTUD-3097,user following exception seen log installation code entry titanium update message error update subentry titanium core message stack put unknown source titanium internal core install titanium update install titanium update titanium update access titanium update run eclipse core internal worker run worker subentry titanium core message stack put unknown source titanium internal core install titanium update install titanium update titanium update access titanium update run eclipse core internal worker run worker entry titanium alloy message build error add alloy stack eclipse core unable find alloy binary titanium alloy internal titanium alloy internal titanium alloy internal access titanium alloy internal run eclipse core internal worker run worker subentry titanium alloy message unable find alloy binary code,UnsupportedOperationException when updating the npm packages user following exception seen log installation code entry titanium update message error update subentry titanium core message stack put unknown source titanium internal core install titanium update install titanium update titanium update access titanium update run eclipse core internal worker run worker subentry titanium core message stack put unknown source titanium internal core install titanium update install titanium update titanium update access titanium update run eclipse core internal worker run worker entry titanium alloy message build error add alloy stack eclipse core unable find alloy binary titanium alloy internal titanium alloy internal titanium alloy internal access titanium alloy internal run eclipse core internal worker run worker subentry titanium alloy message unable find alloy binary code,5
1169,1169,TISTUD-3099,titanium update wizard even though titanium update wizard even though toast appear available titanium wizard machine actual result titanium wizard even though,Titanium Update wizard pops up at startup even though they are only updates titanium update wizard even though toast appear available titanium wizard machine actual result titanium wizard even though,5
1170,1170,TISTUD-3105,store build path format across checked store build path format across checked currently store build persistent property project done eclipse namely cannot another user since outside project project grab copy project typically eclipse limit size data hold way could become issue many build,Store build path entries in a format that can be shared across users and checked into SCM store build path format across checked currently store build persistent property project done eclipse namely cannot another user since outside project project grab copy project typically eclipse limit size data hold way could become issue many build,8
1171,1171,TISTUD-3106,retain build path retain build path build path returned set order however order important order query index order persist load iterate would also involve build path entry use ordered list move list,Retain ordering of build path entries retain build path build path returned set order however order important order query index order persist load iterate would also involve build path entry use ordered list move list,8
1172,1172,TISTUD-3107,update build path entry update build path entry current build path entry retain see move closer need allow user add remove manage additionally become user also able manually add entry file file directory tree explicitly may also want notion like core titanium titanium,Update Build path entry UI update build path entry current build path entry retain see move closer need allow user add remove manage additionally become user also able manually add entry file file directory tree explicitly may also want notion like core titanium titanium,13
1173,1173,TISTUD-3108,install specific install specific trying install specific help install specific titanium option listed regardless actual titanium update still correctly stable release regression functionality work titanium studio reproduce open titanium studio click help install specific titanium check install update stream select drop menu result studio grey actual result marked regardless really,Install specific SDK lists all SDKs installed when they are not install specific trying install specific help install specific titanium option listed regardless actual titanium update still correctly stable release regression functionality work titanium studio reproduce open titanium studio click help install specific titanium check install update stream select drop menu result studio grey actual result marked regardless really,5
1174,1174,TISTUD-3109,install titanium disable finish button install titanium disable finish button initially update stream install specific titanium wizard current stable selected finish button regardless state would suggest finish button light initial selection finish without issue regression current titanium studio reproduce open titanium studio install specific titanium help install specific titanium select install update stream result initial selection listed finish button actual result initial selection listed finish button even listed,Install Titanium SDK: disable Finish button for installed sdks install titanium disable finish button initially update stream install specific titanium wizard current stable selected finish button regardless state would suggest finish button light initial selection finish without issue regression current titanium studio reproduce open titanium studio install specific titanium help install specific titanium select install update stream result initial selection listed finish button actual result initial selection listed finish button even listed,3
1175,1175,TISTUD-3115,add project creation wizard enable automotive module add project creation wizard enable automotive module version titanium studio add automatically automotive extension project project creation wizard auto selected platform selected selected studio automatically include automotive module project,Denso: add checkbox to project creation wizard to enable automotive module add project creation wizard enable automotive module version titanium studio add automatically automotive extension project project creation wizard auto selected platform selected selected studio automatically include automotive module project,8
1176,1176,TISTUD-3117,add launch configuration running emulator add launch configuration running emulator initially launch configuration tab could contain project field option build project launch see example android emulator launch configuration tab,Add launch configuration for running on Denso/IVI emulator add launch configuration running emulator initially launch configuration tab could contain project field option build project launch see example android emulator launch configuration tab,5
1177,1177,TISTUD-3118,add launch configuration running device add launch configuration running device launch configuration tab project field unless additional see example corresponding launch configuration tab android,Add launch configuration for running on Denso/IVI device add launch configuration running device launch configuration tab project field unless additional see example corresponding launch configuration tab android,5
1178,1178,TISTUD-3119,add launch configuration application add launch configuration application launch configuration tab could contain project field distribution location add see example android main tab,Add launch configuration for packaging Denso application add launch configuration application launch configuration tab could contain project field distribution location add see example android main tab,8
1179,1179,TISTUD-3120,simulator console log level filter work simulator console log level filter work simulator console filter work logged regardless occur could related reproduce run code simulator set run log level error code alert session id ti ti error session id ti ti trace trace ti log trace trace ti ti log ti ti log ti warn warn ti log warn warn ti error error ti log error error ti log code actual result console level set error nothing result console level set error error print console,iOS Simulator: console log level filter does not work simulator console log level filter work simulator console filter work logged regardless occur could related reproduce run code simulator set run log level error code alert session id ti ti error session id ti ti trace trace ti log trace trace ti ti log ti ti log ti warn warn ti log warn warn ti error error ti log error error ti log code actual result console level set error nothing result console level set error error print console,5
1180,1180,TISTUD-3121,failure logged error failure logged error error message displayed failure mention view failure error however log file also contain information failure running command manually command line get output command line finding finding finding titanium finding distinct found package titanium splash screen titanium error create error unable locate executable system library framework bin connect get error,MobileWeb Packaging failure is not logged in the error logs failure logged error error message displayed failure mention view failure error however log file also contain information failure running command manually command line get output command line finding finding finding titanium finding distinct found package titanium splash screen titanium error create error unable locate executable system library framework bin connect get error,8
1181,1181,TISTUD-3126,platform specific launch target compatible deploy platform specific launch target compatible deploy platform specific launch multiple ie android publish run device browse button selected project section titanium displayed limited corresponding platform deploy type code take parameter filter list following launch publish android run simulator emulator device android,Platform specific launch configurations should only target projects with compatible deploy types platform specific launch target compatible deploy platform specific launch multiple ie android publish run device browse button selected project section titanium displayed limited corresponding platform deploy type code take parameter filter list following launch publish android run simulator emulator device android,8
1182,1182,TISTUD-3128,dashboard update android staging dashboard update android staging dashboard update android staging,Dashboard: Update Android SDK to r21.0.1 on Staging dashboard update android staging dashboard update android staging,3
1183,1183,TISTUD-3132,break add code processor build time break add code processor build time epic code processor studio showing based output need create individual,Break down the tasks needed to add code processor as a build-time validator break add code processor build time epic code processor studio showing based output need create individual,8
1184,1184,TISTUD-3133,update preview studio install page update preview studio install page current state use help install new option studio likely trying update version update need update add update site install update use help check,Update preview Studio install page with RCP instructions update preview studio install page current state use help install new option studio likely trying update version update need update add update site install update use help check,5
1185,1185,TISTUD-3134,manual preview update invalid manual preview update invalid manual version preview like beta preview studio update beta build need update link,Manual download of preview.appcelerator.com update sites invalid manual preview update invalid manual version preview like beta preview studio update beta build need update link,5
1186,1186,TISTUD-3137,update call alloy model generation adapter type selected update call alloy model generation adapter type selected alloy following format generate model appropriately code alloy generate model name code example model would like code alloy generate model name string value integer code however currently call alloy generate model need add model name adapter type correctly need fix,Update the call for Alloy model generation when sql adapter type is selected update call alloy model generation adapter type selected alloy following format generate model appropriately code alloy generate model name code example model would like code alloy generate model name string value integer code however currently call alloy generate model need add model name adapter type correctly need fix,5
1187,1187,TISTUD-3139,titanium install missing node update titanium install missing node update node uninstalled titanium studio running user titanium node included installation list node error code error update install titanium please see studio log information install alloy please see studio log information code reproduce open titanium studio update titanium node alloy node node alloy check titanium accept actual result node list result node list complete successfully,Titanium Updates: install missing node.js on update titanium install missing node update node uninstalled titanium studio running user titanium node included installation list node error code error update install titanium please see studio log information install alloy please see studio log information code reproduce open titanium studio update titanium node alloy node node alloy check titanium accept actual result node list result node list complete successfully,5
1188,1188,TISTUD-3140,titanium add version first time node module titanium add version first time node module titanium add first node module installation node module alloy first time check titanium version number displayed reproduce node node alloy open titanium studio check titanium actual result node module listed n result node module version,Titanium Updates: add version numbers to first time node module installations titanium add version first time node module titanium add first node module installation node module alloy first time check titanium version number displayed reproduce node node alloy open titanium studio check titanium actual result node module listed n result node module version,5
1189,1189,TISTUD-3141,move mobile web mobile core move mobile web mobile core code titanium core mobile either removed core utility corresponding mobile web available,Move all references of mobile web from the mobile and core plugins to mobileweb plugin move mobile web mobile core code titanium core mobile either removed core utility corresponding mobile web available,13
1190,1190,TISTUD-3142,run configuration remove log filter run run configuration remove log filter run currently simulator emulator run log console responsible behavior,Run Configuration: remove log filter from run configurations run configuration remove log filter run currently simulator emulator run log console responsible behavior,5
1191,1191,TISTUD-3146,add extension point register build path add extension point register build path see eclipse core eclipse core need able register used build class resolve variable path,Add extension point to register build path variables and their resolvers add extension point register build path see eclipse core eclipse core need able register used build class resolve variable path,8
1192,1192,TISTUD-3147,add build path variable resolver module path add build path variable resolver module path variable represent base path prefix,Add build path variable resolver for NPM module path add build path variable resolver module path variable represent base path prefix,5
1193,1193,TISTUD-3148,add build path variable resolver source install path add build path variable resolver source install path variable represent source install path,Add build path variable resolver for NPM source install path add build path variable resolver source install path variable represent source install path,5
1194,1194,TISTUD-3149,add build path variable resolver titanium install path add build path variable resolver titanium install path variable represent install path titanium grab,Add build path variable resolver for Titanium SDK install path add build path variable resolver titanium install path variable represent install path titanium grab,5
1195,1195,TISTUD-3150,include automotive specific project studio include automotive specific project studio project defined need include version titanium studio,Denso: include automotive-specific project templates in Studio include automotive specific project studio project defined need include version titanium studio,5
1196,1196,TISTUD-3153,log lost logging loop log lost logging loop testing ran issue log output loop appear see reproduce issue attached file standard titanium project regression reproduce open titanium project run simulator console output shown based actual console output missing log,Log messages lost when logging commands are placed in a loop log lost logging loop testing ran issue log output loop appear see reproduce issue attached file standard titanium project regression reproduce open titanium project run simulator console output shown based actual console output missing log,8
1197,1197,TISTUD-3155,titanium module project wizard contribute entry titanium module project wizard contribute entry titanium module project wizard contribute entry shown,Refactor the Titanium module project wizard to have mobileweb plugin contribute its entry titanium module project wizard contribute entry titanium module project wizard contribute entry shown,8
1198,1198,TISTUD-3160,blackberry two configure button blackberry two configure button blackberry showing two configure button dashboard display one probably move button different location,BlackBerry preferences have two 'Configure' buttons blackberry two configure button blackberry showing two configure button dashboard display one probably move button different location,3
1199,1199,TISTUD-3161,titanium password titanium password latest titanium studio titanium update window open install titanium alloy press install button titanium make provide password allow installation enter password password incorrect enter get around need manually install alloy titanium code install g alloy titanium code,Titanium Updates: sudo password fails in some environments titanium password latest titanium studio titanium update window open install titanium alloy press install button titanium make provide password allow installation enter password password incorrect enter get around need manually install alloy titanium code install g alloy titanium code,13
1200,1200,TISTUD-3162,improve login progress message correct spelling meaning improve login progress message correct spelling meaning improve login progress message correct spelling meaning see ill message register probably read register register reproduce create titanium project login prompt view progress indicator text actual result ill message result perfectly message laser sharp grammar meaning,ACS: improve login progress message to have correct spelling and meaning improve login progress message correct spelling meaning improve login progress message correct spelling meaning see ill message register probably read register register reproduce create titanium project login prompt view progress indicator text actual result ill message result perfectly message laser sharp grammar meaning,3
1201,1201,TISTUD-3164,update command line include update command line include update command line include display available command line currently work,Wiki Docs: update command line docs to include -D update command line include update command line include display available command line currently work,1
1202,1202,TISTUD-3165,cannot use cannot use cannot use error code titanium command line interface version titanium version copyright c reserved please report error missing option error missing option password code reproduce open titanium studio go create titanium project run titanium project actual result error result project creation deployment without error,CLI: cannot use cli when offline cannot use cannot use error code titanium command line interface version titanium version copyright c reserved please report error missing option error missing option password code reproduce open titanium studio go create titanium project run titanium project actual result error result project creation deployment without error,5
1203,1203,TISTUD-3166,titanium show node clean machine titanium show node clean machine test close titanium studio already terminal used following testing g alloy g titanium g g also removed forcefully launch titanium studio check titanium observation prompt available node alloy available,Titanium Updates doesn't show Node.ACS on a clean machine  titanium show node clean machine test close titanium studio already terminal used following testing g alloy g titanium g g also removed forcefully launch titanium studio check titanium observation prompt available node alloy available,3
1204,1204,TISTUD-3167,cannot add studio cannot add studio issue cannot select add studio issue related browse customer latest stable version still issue already tried following revert studio old version also tried nightly build reinstall studio new profile also checked per developer titanium studio attach log file soon,Cannot add provisioning profiles to Studio cannot add studio issue cannot select add studio issue related browse customer latest stable version still issue already tried following revert studio old version also tried nightly build reinstall studio new profile also checked per developer titanium studio attach log file soon,8
1205,1205,TISTUD-3169,node update version validation node installer node update version validation node installer node add version validation node installer version node studio recognize prompt install node titanium menu depending version node alloy titanium fail install without proper notification terminal diagnostic code node v bash command found code titanium documentation display titanium compatibility matrix node code node run must node later development node install code reproduce node node alloy install old node see open titanium studio check titanium actual result node show titanium fail install result node show update latest version,Node.JS: update version validation to node.js installer node update version validation node installer node add version validation node installer version node studio recognize prompt install node titanium menu depending version node alloy titanium fail install without proper notification terminal diagnostic code node v bash command found code titanium documentation display titanium compatibility matrix node code node run must node later development node install code reproduce node node alloy install old node see open titanium studio check titanium actual result node show titanium fail install result node show update latest version,8
1206,1206,TISTUD-3170,node improve titanium release documentation node improve titanium release documentation node improve titanium release documentation currently blank page would helpful least documentation link node e g reproduce node open titanium studio check titanium actual result node entry blank page result description form purpose node e documentation link simple statement kind display node development,Node.JS: improve titanium updates release notes documentation node improve titanium release documentation node improve titanium release documentation currently blank page would helpful least documentation link node e g reproduce node open titanium studio check titanium actual result node entry blank page result description form purpose node e documentation link simple statement kind display node development,5
1207,1207,TISTUD-3172,node update node update node update current version minimum see story information,Node.js: update to v0.8.17 node update node update current version minimum see story information,5
1208,1208,TISTUD-3173,android android due non titanium android android due non titanium though android correctly studio android correctly problem also studio latest release development well,Android Preferences: Android SDK not recognized due to non-numeric Titanium SDK android android due non titanium though android correctly studio android correctly problem also studio latest release development well,8
1209,1209,TISTUD-3189,clone support clone support listing available git hub connected method via git connection connection option case use issue connect use get error try clone,GitHub clone repo should support http connections clone support listing available git hub connected method via git connection connection option case use issue connect use get error try clone,8
1210,1210,TISTUD-3187,login display success login display success use import git enter click validate result login successful displayed actual login success user displayed logged login message unnecessary since login successful error login displayed error,Github login shouldn't display success dialog login display success use import git enter click validate result login successful displayed actual login success user displayed logged login message unnecessary since login successful error login displayed error,5
1211,1211,TISTUD-3193,field submit ticket screen studio field submit ticket screen studio reproduce choose help titanium studio submit ticket attach type file actual result type attached result one able attach type field field attachment provide,"""Screenshots"" Field should be renamed as ""Attachments"" in ""Submit a Ticket"" screen in studio  field submit ticket screen studio reproduce choose help titanium studio submit ticket attach type file actual result type attached result one able attach type field field attachment provide",2
1212,1212,TISTUD-3220,mobile web build emulator appear mobile web build emulator appear testing titanium studio build ran issue running project mobile web browser test menu option mobile web emulator option run drop menu explorer view reproduce open mobile web project run project browser run mobile web preview browser open run menu explorer view result mobile web preview browser mobile web preview emulator present actual result mobile web preview browser present,Mobile Web: Build for Emulator does not appear in Windows 8 mobile web build emulator appear testing titanium studio build ran issue running project mobile web browser test menu option mobile web emulator option run drop menu explorer view reproduce open mobile web project run project browser run mobile web preview browser open run menu explorer view result mobile web preview browser mobile web preview emulator present actual result mobile web preview browser present,8
